ID1,id,author,vachana,author_id
5253,616,ದೇಶಿಕೇಂದ್ರ ಸಂಗನಬಸವಯ್ಯ,"ಹುಟ್ಟಿಬಂದ ಮನೆಯ ಸುಟ್ಟು
ತಾಯಿಯ ಸಂಗ ಮಾಡಿದರೊಂದು ಕೂಸು ಹುಟ್ಟಿ
ಕೈಯೊಳಗೆ ನಿಂದು ಮೈಯನೆಲ್ಲ ಮುಟ್ಟಿತ್ತು ಇದೇನು ಹೇಳಾ !
ನಾ ನೋಡಿ ಹೆಣ್ಣಾಗಿ ಬಗೆಬಗೆಯಾಟದಿಂದೆ ಸೊಗಸು ತೋರಿದರೆ
ನೆಲಮನೆಯೊಳಿಪ್ಪ ಬಳಿವಿಡಿಯೆ ಭೋಗವ ನೆಗಹಿ ತೋರಿದನು
ಮೇಲುಮನೆಯಲ್ಲಿ ಗುರುನಿರಂಜನ ಚನ್ನಬಸವಲಿಂಗ.",
5254,248,ಕಾಡಸಿದ್ಧೇಶ್ವರ,"ಕತ್ತಲಿಪುರದಲ್ಲಿ ಎತ್ತೆಮ್ಮೆ ಮೈಥುನ ಮಾಡುವದ ಕಂಡೆ.
ಆ ಎಮ್ಮೆಯ ಗರ್ಭದಲ್ಲಿ
ಎಂಬತ್ತುನಾಲ್ಕುಲಕ್ಷ ಎತ್ತು ಪುಟ್ಟುವದ ಕಂಡೆ.
ಹಾಳೂರ ಕೋಳಿ ಕೂಗಲು ಕತ್ತಲಿಪುರÀ ಬೆಳಕುದೋರಿತ್ತ ಕಂಡೆ.
ಆ ಬೆಳಗಿನೊಳಗೆ ಎತ್ತೆಮ್ಮಿ ಸತ್ತು
ಎಂಬತ್ತುನಾಲ್ಕುಲಕ್ಷ ಎತ್ತೆತ್ತ ಹೋದವೆಂದರಿಯೆ
ಕಾಡನೊಳಗಾದ ಶಂಕರಪ್ರಿಯ ಚನ್ನಕದಂಬಲಿಂಗ
ನಿರ್ಮಾಯಪ್ರಭುವೆ.",
5255,1527,ಮೋಳಿಗೆ ಮಾರಯ್ಯ,"ಇನ್ನು ಕೇಳಿ ಅರಿದೆಹೆನೆಂಬಾಗ ಮುಂದಕ್ಕೆ ಮರವೆಯೆ?
ಮುಂದನರಿದು ಹಿಂದೆ ಮರೆವಾಗ ಭೂತಕಾಯವೆ?
ಹಿಂದಕ್ಕೂ ಮುಂದಕ್ಕೂ ಈ ದ್ವಂದ್ವ ಭೇದವ,
ಇದರಂದವ ಹೇಳಾ, ನಿಃಕಳಂಕ ಮಲ್ಲಿಕಾರ್ಜುನಾ.",
5256,575,ಬಸವಣ್ಣ,"ಏನಯ್ಯಾ, ವಿಪ್ರರು ನುಡಿದಂತೆ ನಡೆಯರು, ಇದೆಂತಯ್ಯಾ
ತಮಗೊಂದು ಬಟ್ಟೆ, ಶಾಸ್ತ್ರಕೊಂದು ಬಟ್ಟೆ  !
ಕೂಡಲಸಂಗಮದೇವಯ್ಯಾ, ಹೊಲೆಯರ ಬಸುರಲ್ಲಿ
ವಿಪ್ರರು ಹುಟ್ಟಿ ಗೋಮಾಂಸ ತಿಂಬರೆಂಬುದಕ್ಕೆ ಇದೆ ದೃಷ್ಟ.",
5257,827,ಜೇಡರ ದಾಸಿಮಯ್ಯ,"ಭಕ್ತನ ಮಠವೆಂದು ಭಕ್ತಹೋದಡೆ
ಆ ಭಕ್ತ ಭಕ್ತಂಗೆ ಅಡಿಯಿಟ್ಟು ಇದಿರೆದ್ದುನಡೆದು
ಹೊಡೆಗೆಡೆದು ಒಡಗೊಂಡು ಬಂದು
ವಿಭೂತಿ ಮೀಳ್ಯವನ್ನಿಕ್ಕಿ ಪಾದಾರ್ಚನೆಯಂ ಮಾಡಿಸಿ
ಒಕ್ಕುದಕೊಂಡು ಓಲಾಡುತ್ತಿಪ್ಪುದೆ ಭಕ್ತಿ.
ಹೀಂಗಲ್ಲದೆ ಬೆಬ್ಬನೆ ಬೆರತು, ಬಿಬ್ಬನೆ ಬೀಗಿ
ಅಹಂಕಾರಭರಿತನಾಗಿಪ್ಪವನ ಮನೆಯ
ಲಿಂಗಸನುಮತರು ಹೊಗರು ಕಾಣಾ! ರಾಮನಾಥ.",
5258,173,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಆನಂದದಗ್ನಿಯ ಆನು ತರಹೋದರೆ
ಸಾಧಿಸಿದವಯ್ಯ ಎನ್ನ ಕರ್ಮಂಗಳು,
ಭೇಸಿದವಯ್ಯ ಎನ್ನ ಕರಣಂಗಳು,
ಆಮೋದವಾದವಯ್ಯ ಎನ್ನ ಅವಯವಂಗಳು.
ಆನಂದಸ್ಥಾನದ ಆದ್ಯಕ್ಷರಂಗಳ ಭೇದಿಹೆನೆಂದರೆ
ಅದು ಸಾಧ್ಯವಿಲ್ಲ.
ಆಧಾರದ ಆನತದ ಭೇದವನರಿದಾತ ಸಾಧಿಸಿದನೌ
ಎನ್ನ ಕಪಿಲಸಿದ್ಧಮಲ್ಲೇಶ್ವರನ.",
5259,255,ಬಸವಣ್ಣ,"ಇರಿಸಿಕೊಂಡು ಭಕ್ತರಾದರೆಮ್ಮವರು,
ತರಿಸಿಕೊಂಡು ಭಕ್ತರಾದರೆಮ್ಮವರು,
ಕೊರೆಸಿಕೊಂಡು ಭಕ್ತರಾದರೆಮ್ಮವರು,
ಜರಿಸಿಕೊಂಡು ಭಕ್ತರಾದರೆಮ್ಮವರು.
ಕೂಡಲಸಂಗನ ಶರಣರಿಗೆ ಮುಳಿಸ ತಾಳಿ
ಎನ್ನ ಭಕ್ತಿ ಅರೆಯಾುತ್ತು.        255",
5260,852,ಜೇಡರ ದಾಸಿಮಯ್ಯ,"ವೇಷವ ಹೊತ್ತು ದೋಷದಲ್ಲಿ ನಡೆದಡೆ
ದೋಷಕ್ಕೆ ವೇಷ ಭಂಡ.
ಮೊದಲೆ ವೇಷವ ಕಂಡು ಲೇಸೆಂದು ಕೊಂಡಾಡುವ ದೋಷಿಗಳ
ನರಕದಲ್ಲಿಕ್ಕುವ ಕಾಣಾ! ರಾಮನಾಥ.",
5261,185,ತೋಂಟದ ಸಿದ್ಧಲಿಂಗ ಶಿವಯೋಗಿಗಳು,"ಆದಿ ಆಧಾರದಲ್ಲಿ ವೇಧಿಸಿದ ಚಿದ್ಭಸ್ಮವ
ಭೇದಿಸಿ ಬಹಿಷ್ಕರಿಸಿ ಸರ್ವಾಂಗದಲ್ಲಿ ಧರಿಸಲು
ಭವಬಂಧನ ದುರಿತದೋಷಂಗಳು
ಪರಿಹರವಪ್ಪುದು ತಪ್ಪದು ನೋಡಾ.
ಇದು ಕಾರಣ ಅಡಿಗಡಿಗೆ ಶ್ರೀ ವಿಭೂತಿಯನೆ ಧರಿಸಿ
ಮಲತ್ರಯಂಗಳ ತೊಳೆದೆನು ನೋಡಾ.
ಮಲತ್ರಂಯಗಳು ಪರಿಹರವಾಗದ ಮುನ್ನ
ಭವಬಂಧನದ ಬೇರುಗಳ ಸಂಹರಿಸಿ
ಜನನ ಮರಣಂಗಳ ಒತ್ತಿ ಒರಸುವುದು ನೋಡಾ,
ಮಹಾಲಿಂಗಗುರು ಶಿವಸಿದ್ಧೇಶ್ವರ ಪ್ರಭುವೇ.",
5262,391,ಚೆನ್ನಬಸವಣ್ಣ,"ನೇಮವೆಂದೇನು ? ನಿತ್ಯವೆಂದೇನು ? ಆಗಮವೆಂದೇನು ? ಆಚಾರವೆಂದೇನು
?
ಲಿಂಗಜಂಗಮದ ಕುಳವೊಂದೇ ಎಂದು ಸಂಪಾದಿಸಲ[ರಿಯ]ದೆ
ನಾಲ್ಕು ಯುಗಂಗಳು ಇಂತೆ ಹೋದವು.
ಕಂಡು ಹೇಳರು, ತಂದು ತೋರರು, ಅವರು ಮಹಂತರೇ ?
ಕೂಡಲಚೆನ್ನಸಂಗಮದೇವ
ಸುಲಭವಾಗಿ ಶರಣಸನ್ನಿಹಿತ ಲಿಂಗವು.",
5263,535,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಜಗದೆರೆಯ ಮಾಡಿದನೊಂದು ಕುರಿಮರಿಯ.
ಆ ಕುರಿಮರಿ ಮೇಯುತ್ತಿದೆ.
ಸರ್ವಜಗದವರೆಲ್ಲ ಅನಂತರಕ್ಕಸರು ಹಿಂಸೆ ಮಾಡುತಲೈದಿದರು.
ಹೋದ ರಕ್ಕಸರು ಸತ್ತರು:ಇದ್ದ ಕುರಿಮರಿ ಇದ್ದಂತಿಪ್ಪುದು!
ಇದೇನು ಕೌತುಕ ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನ.",
5264,1231,ಮಾದಾರ ಧೂಳಯ್ಯ,"ನೋಡುವುದಕ್ಕೆ ಮುನ್ನವೆ ಕಂಡು,
ಕಾಬುದಕ್ಕೆ ಮೊದಲೆ ಕೂಡಿ,
ಕೂಡುವುದಕ್ಕೆ ಮೊದಲೆ
ಶೂನ್ಯವೆಂಬ ಭಾವವೇನೂ ಕಲೆದೋರದೆ,
ನಿರಾಳ ಸುರಾಳವಾಯಿತ್ತು, ಕಾಮಧೂಮ ಧೂಳೇಶ್ವರಾ.",
5265,1945,ಮೋಳಿಗೆ ಮಾರಯ್ಯ,"ಬಲ್ಲೆಬಲ್ಲೆನೆಂದು ಎಲ್ಲರೊಳಗೆ ಗೆಲ್ಲಸೋಲವೇತಕ್ಕೆ?
ಬಲ್ಲತನ ಅಲ್ಲಿಯೇ ಉಳಿಯಿತ್ತು.
ಮಿಥ್ಯ ತಥ್ಯವ ತಲೆಯಲ್ಲಿ ಹೊತ್ತು ಹೋರಬೇಡ.
ನಿಃಕಳಂಕ ಮಲ್ಲಿಕಾರ್ಜುನಾ.",
5266,707,ಘನಲಿಂಗಿದೇವ,"ಕೇಳು ಕೇಳಯ್ಯ ಆತ್ಮನೇ,
ಎರಡು ಪ್ರಕಾರದ ಆದಿಮಧ್ಯ ಅವಸಾನವ ತಿಳಿದು ನೋಡು,
ಕೆಡಬೇಡ ಕೆಡಬೇಡ.
ತಂದೆಯ ದೆಸೆಯಿಂದ ತಾಯಿ ಯೋನಿಚಕ್ರದಲ್ಲಿ ಬಂದುದೇ ಆದಿ.
ಹೊನ್ನು ಹೆಣ್ಣು ಮಣ್ಣು ನನ್ನದೆಂದು ಹಿಡಿದು ಷಟ್ಕರ್ಮವನಾಚರಿಸಿ
ಸುಖದುಃಖಂಗಳಲ್ಲಿ ಮುಳುಗಿಪ್ಪುದೇ ಮಧ್ಯ.
ಆತ್ಮನ ಕೃಪೆಯಿಂದ ಅರೆದು ಸಣ್ಣಿಸಿಕೊಂಡು
ಭವಕ್ಕೆ ನೂಂಕಿಸಿಕೊಳ್ಳುವುದೇ ಅವಸಾನ.
ಇವನರಿದು ಇವಕ್ಕೆ ಹೇಹಮಂ ಮಾಡು.
ಮತ್ತೆ ಆದಿ ಮಧ್ಯ ಅವಸಾನಮಂ ತಿಳುಹುವೆನು.
ನಾನು ಮಹಾಲಿಂಗದ ಗರ್ಭಾಬ್ಧಿಯಲ್ಲಿ ಬಂದೆನೆಂಬುದೇ ಆದಿ.
ಲೋಕದ ವ್ಯವಹಾರವ ಸಾಕುಮಾಡಿ
ಇಷ್ಟಲಿಂಗದಲ್ಲಿ ನಿಷೆ*ಯಾಗಿ,
ಪ್ರಾಣಲಿಂಗದಲ್ಲಿ ಪರಿಣಾಮಿಯಾಗಿ,
ಕ್ಷುತ್ತಿಂಗೆ ಭಿಕ್ಷೆ ಶೀತಕ್ಕೆ ರಗಟೆಯಾಗಿ,
ಮೋಕ್ಷಗಾಮಿಯಪ್ಪುದೇ ಮಧ್ಯ.
ತನುವ ಬಿಡುವಲ್ಲಿ ಮನವ ಪರಬ್ರಹ್ಮಕ್ಕೆ ಸಮರ್ಪಣ ಮಾಡಿ,
ಜನನ-ಮರಣ ಗೆಲುವುದೇ ಅವಸಾನ.
ಇದನರಿದು ಇದಕ್ಕೆ ಮೆಚ್ಚಿ,
ಲಿಂಗವನೆ ಸಾಧಿಸು ವೇಧಿಸು.
ಕಪಿಯ ಕೈಯ ಕನ್ನಡಿಯಂತೆ ಕುಣಿದರೆ ಕುಣಿದು,
ಏಡಿಸಿದರೆ ಏಡಿಸಿ, ಹಲ್ಲುಕಿರಿದರೆ ಹಲ್ಲುಕಿರಿದು,
ಮನವಾಡಿದಂತೆ ನೀನಾಡಬೇಡ.
ಮನವಾಡಿದಂತೆ ಆಡಿದವಂಗೆ,
ಭಕ್ತಿಯೆಲ್ಲಿಯದು? ಜ್ಞಾನವೆಲ್ಲಿಯದು?
ವೈರಾಗ್ಯವೆಲ್ಲಿಯದು? ವಿರಕ್ತಿಯೆಲ್ಲಿಯದು?
ಮುಕ್ತಿಯೆಲ್ಲಿಯದಯ್ಯಾ?,
ಘನಲಿಂಗಿಯ ಮೋಹದ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.",
5267,831,ಬಸವಣ್ಣ,"ಅರ್ಥ ಪ್ರಾಣ ಅಭಿಮಾನವನೊಪ್ಪಿಸಿದಲ್ಲಿ ಭಕ್ತನಪ್ಪನೆ   ಅಲ್ಲ.
ಆದಿರುದ್ರನ ಮಗಳು ಆದಿಶಕ್ತಿ,
ಆದಿಶಕ್ತಿಯ ಮಗ ವಿಷ್ಣು,
ವಿಷ್ಣುವಿನ ಅರ್ಧಾಂಗಿ ಲಕ್ಷ್ಮಿ.
ಈ ತೊತ್ತಿನ ತೊತ್ತಿನ ಪಡಿದೊತ್ತನೊಪ್ಪಿಸಿದಲ್ಲಿ ಭಕ್ತನಪ್ಪನೆ   ಅಲ್ಲ.
ಎನ್ನ ಮನದೊಡೆಯ ಮಹಾದೇವಾ,
ನಿಮ್ಮ ಮನವ ನಿಮಗೊಪ್ಪಿಸಿ ಶುದ್ಧ ನಾನು ಕಾಣಾ,
ಕೂಡಲಸಂಗಮದೇವಾ.",
5268,750,ಚೆನ್ನಬಸವಣ್ಣ,"ಸ್ಥಲದಿಂದ ನಡೆನುಡಿಯಾಯಿತ್ತು, ನಿಃಸ್ಥಲದಿಂದ ನುಡಿನಡೆಗೆಟ್ಟಿತ್ತು.
ನೋಡಲೊಡನೆ ಸ್ಥಲವಾಗಿ ತೋರಿತ್ತು,
(ಆರಯ್ಯಲೊಡನೆ ನಿಃಸ್ಥಲವಾಗಿ ತೋರಿತ್ತು.)
ಸ್ಥಲವೂ ಅಲ್ಲ, ನಿಃಸ್ಥಲವೂ ಅಲ್ಲ,
ನೋಟವೆ ಕೂಟ, ಕೂಡಲಚೆನ್ನಸಂಗಾ",
5269,1236,ದೇಶಿಕೇಂದ್ರ ಸಂಗನಬಸವಯ್ಯ,"ಸದಾತ್ಮರುಗಳಲ್ಲಿ ಅಯ್ಯಾ, ಬಂದವರುಂಟು
ಸಂದವರುಂಟು ಯೋನಿಸಂಸಾರ ಮರಣದಲ್ಲಿ.
ನಾ ಕಾಣೆನಯ್ಯಾ ಬಂದವರ, ನಾ ನೋಡೆನಯ್ಯಾ ನಿಂದವರ,
ನಾನರಿಯೆನಯ್ಯಾ ಸಂದವರ ನಿಮಗಾಗಿ
ಚನ್ನ ತ್ರಿವರ್ಣಲಿಂಗವೆ ನಿಮ್ಮವಿಡಿದವರನಲ್ಲದೆ.",
5270,349,ಚೆನ್ನಬಸವಣ್ಣ,"ವಾಯುವಶದಿಂದ ತರುಗಳಲ್ಲಾಡುವವು,
ಭರತವಶದಿಂದ ಮೃದಂಗಾದಿಯಾದ ಪಟಹ ನುಡಿವವು,
ಕೂಡಲಚೆನ್ನಸಂಗಯ್ಯಾ, ಲಿಂಗವಶದಿಂದ ಶರಣ ಮಾತಾಡುವ.",
5271,37,ಅಂಬಿಗರ ಚೌಡಯ್ಯ,"ಅರಳೆಯ ಮರನು ವಿಷ್ಣುಕಾಂತಿ ಬನ್ನಿ ಮುತ್ತಕ ತೊಳಚಿ
ಹರಿ ಹರಿಯೆಂದು ಹೊಡ[ವ]ಡುವಿರಿ.
ಎಲ್ಲಿ ಭೋ! ಎಲ್ಲಿ ಭೋ!
ನಿಮ್ಮ ನಿಮ್ಮ ಹೊಡವಡುವ ದೈವಗಳೆಲ್ಲಾ ಗಿಡುಮರನಾಗಿ ಹೋದವಲ್ಲಾ!
ನಿಮ್ಮ ನಡೆಯೆಲ್ಲಾ ಅನಾಚಾರ, ನುಡಿಯೆಲ್ಲಾ ಶಿವದ್ರೋಹ! ಇವದಿರ ಗಡಣ
ಬೇಡೆಂದನಂಬಿಗ ಚೌಡಯ್ಯ.",
5272,317,ಅಲ್ಲಮಪ್ರಭುದೇವರು,"ಉಚ್ಚೆಯ ಜವುಗಿನ ಬಚ್ಚಲ ತಂಪಿನಲ್ಲಿ:
ನಿಚ್ಚಕ್ಕೆ ಹೊರಳುವ ಹೀಹಂದಿಯಂತೆ,
ಶಿವನ ಇಚ್ಛೆಯನರಿಯದೆ ಮಾತನಾಡುವರ
ಮೆಚ್ಚುವನೆ ನಮ್ಮ ಗುಹೇಶ್ವರಲಿಂಗವು ?",
5273,1007,ಬಸವಣ್ಣ,"ಅಯ್ಯಾ, ಹಿಂದೆಯಾನು ಮಾಡಿದ ಮರಹಿಂದ ಬಂದೆನೀ ಭವದಲ್ಲಿ.
ನಿಮ್ಮ ಲೀಲೆ ನಿಮ್ಮ ವಿನೋದ ಸೂತ್ರದಿಂದ,
ಲಕ್ಷದ ಮೇಲೆ ತೊಂಬತ್ತಾರು ಸಾವಿರ ಗೀತಂಗಳ ಆಡಿ ಹಾಡಿ,
ಆ ದಾಸೋಹವೆಂಬ ಮಹಾಗಣಸಂಕುಳದೊಳೆನ್ನನಿರಿಸಿ,
ನಿಮ್ಮ ಭಕ್ತಿಯ ಘನವ ನೀವೆ ಮೆರೆಯಲೆಂದು
ಪರವಾದಿ ಬಿಜ್ಜಳನ ತಂದೊಡ್ಡಿ, ಎನ್ನನು ಅವನೊಡನೆ ಹೋರಿಸಿ,
ಮುನ್ನೂರ ಅರವತ್ತು ಸತ್ತ ಪ್ರಾಣವನೆತ್ತಿಸಿ,
ಮೂವತ್ತಾರು ಕೊಂಡೆಯವ ಗೆಲಿಸಿ,
ಎಂಬತ್ತೆಂಟು ಪವಾಡಂಗಳಂ ಕೊಂಡಾಡಿ,
ಮತ್ರ್ಯಲೋಕದ ಮಹಾಗಣಂಗಳ ಒಕ್ಕುದನಿಕ್ಕಿ ಎನ್ನ ಸಲಹಿದಿರಿ.
ನಿಮ್ಮ ಮಹಾಗಣಂಗಳು ಮೆಚ್ಚೆ, ಎನ್ನ ಸೂತಕವ ತೊಡೆದೆ
ಪ್ರಭುದೇವರ ಕರುಣದಿಂದ ಪ್ರಾಣಲಿಂಗಸಂಬಂಧ ಸಯವಾಯಿತ್ತು.
ನೀವು ಕಳುಹಿದ ಬೆಸನು ಸಂದಿತ್ತು,
ಉಘೇ, ಇನ್ನು ಕೂಡಿಕೊಳ್ಳಾ ಕೂಡಲಸಂಗಮದೇವಾ.",
5274,579,ಬಾಲಸಂಗಯ್ಯ ಅಪ್ರಮಾಣ ದೇವ,"ತಾನೆ ಭಕ್ತ ಮಹೇಶ್ವರ ಪ್ರಸಾದಿ ಪ್ರಾಣಲಿಂಗಿ ಶರಣ ಐಕ್ಯನೆಂಬ
ಆರು ಸ್ಥಲವ ಮೀರಿದ ಅಖಂಡನಿರ್ವಯಲು ನೋಡಾ.
ಇಷ್ಟಲಿಂಗ ಪ್ರಾಣಲಿಂಗ ಭಾವಲಿಂಗ ಮೊದಲಾಗಿ
ಆಚಾರಾದಿ ಮಹಾಲಿಂಗ ಕಡೆಯಾಗಿ ನವನಾದಬ್ರಹ್ಮಲಿಂಗವ ಮೀರಿದ
ಮಹಾಘನಲಿಂಗೈಕ್ಯ ತಾನಲ್ಲದೆ ಮತ್ತಾರುಂಟು ಹೇಳಾ
ಅಪ್ರಮಾಣಕೂಡಲಸಂಗಮದೇವಾ.",
5275,406,ಷಣ್ಮುಖಸ್ವಾಮಿ,"ಶಿವಶಿವಾ, ನೀವೆನ್ನ ನಡೆಯೊಳಗೆ ನಡೆರೂಪವಾಗಿರ್ದು
ನಡೆಪರುಷವ ಕರುಣಿಸಯ್ಯ ದೇವ.
ಎನ್ನ ನುಡಿಯೊಳಗೆ ನುಡಿರೂಪಾಗಿರ್ದು
ನುಡಿಪರುಷವ ಕರುಣಿಸಯ್ಯ ದೇವ.
ಎನ್ನ ನೋಟದೊಳಗೆ ನೋಟರೂಪಾಗಿರ್ದು
ನೋಟಪರುಷವ ಕರುಣಿಸಯ್ಯ ದೇವ.
ಎನ್ನ ಹಸ್ತದೊಳಗೆ ಹಸ್ತರೂಪಾಗಿರ್ದು
ಹಸ್ತಪರುಷವ ಕರುಣಿಸಯ್ಯ ದೇವ.
ಎನ್ನ ಮನದೊಳಗೆ ಮನರೂಪಾಗಿರ್ದು
ಮನಪರುಷವ ಕರುಣಿಸಯ್ಯ ದೇವ.
ಎನ್ನ ಭಾವದೊಳಗೆ ಭಾವರೂಪಾಗಿರ್ದು
ಭಾವಪರುಷವ ಕರುಣಿಸಯ್ಯ ದೇವಾ ಅಖಂಡೇಶ್ವರಾ.",
5276,1075,ದಾಸೋಹದ ಸಂಗಣ್ಣ,"ಆಹಾ ಆಶ್ಚರಿಯವೆಂಬುದಕ್ಕೆ ಮುನ್ನವೆ,
ಹೋ ಹೋ ಹೋಯಿತ್ತೆಂಬುದಕ್ಕೆ ಮುನ್ನವೆ,
ನಿಜವಸ್ತುವಿನ ಠಾವನರಿದು ವ್ಯವಧಾನದಿಂದ
ಸಾವಧಾನ ಸಂಬಂಧಿ ತಾನೆ.
ಶಂಭುವಿನಿಂದಿತ್ತ ಸ್ವಯಂಭುವಿನಿಂದತ್ತ ಅತಿಬಳ ನೋಡಾ,
ಮಾತುಳಂಗ ಮಧುಕೇಶ್ವರನು.",
5277,1404,ಮೇದರ ಕೇತಯ್ಯ,"ಎನ್ನ ಭಕ್ತಿ, ಬಸವಣ್ಣನಲ್ಲಿ ಬಯಲಾಯಿತ್ತು.
ಎನ್ನ ಜ್ಞಾನ, ಚೆನ್ನಬಸವಣ್ಣನಲ್ಲಿ ಬಯಲಾಯಿತ್ತು.
ಎನ್ನ ವೈರಾಗ್ಯ, ಪ್ರಭುದೇವರಲ್ಲಿ ಬಯಲಾಯಿತ್ತು.
ಇಂತೀ ಮೂವರು ಒಬ್ಬರೊಂದ ಬಯಲಮಾಡಿದರಾಗಿ,
ಗವರೇಶ್ವರಲಿಂಗದಲ್ಲಿ ನಿಶ್ಚಿಂತವಾಯಿತ್ತು.",
5278,349,ಅಲ್ಲಮಪ್ರಭುದೇವರು,"ತನ್ನ ತಾನರಿದೆನೆಂಬವನ ಮುನ್ನ ನುಂಗಿತ್ತು ಮಾಯೆ.
ನಿನ್ನೊಳಗೆ ಅರಿವು ಭಿನ್ನವಾಗಿರುತ್ತಿರಲು
ಮುನ್ನವೆ ನೀನು ದೂರಸ್ಥ ನೋಡಾ !
ಭಿನ್ನವಿಲ್ಲದ ಅಜ್ಞಾನವ ಭಿನ್ನವ ಮಾಡಬಲ್ಲಡೆ
ತನ್ನಲ್ಲಿ ಅರಿವು ನಿಜವಪ್ಪುದು ಗುಹೇಶ್ವರಾ",
5279,998,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ವೇದ ಪಾಠಕರೆಲ್ಲಾ ಕೇಳಿಭೋ!
ವೇದ ಸ್ವಯಂಭು ಎನಲೊಡನೆ ಅಯ್ಯಾ
ಎನ್ನ ಎದೆ ರುsುಲ್ಲೆಂದವಯ್ಯ.
ಎಲೆ ಅಜ್ಞಾನಿ ಕೇಳು,
ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನ ಒಬ್ಬನೆ ಸ್ವಯಂಭು.",
5280,251,ಬಾಹೂರ ಬೊಮ್ಮಣ್ಣ,"ಅಪರಾಧವ ಮಾಡಿದ ಭಟ ಅರಸಿಂಗೆ ಸಜ್ಜನನಪ್ಪನೆ ?
ವ್ರತಭ್ರಷ್ಟ, ನೇಮಕ್ಕೆ ಹಾನಿಯಾದವ.
ನಿತ್ಯಕೃತ್ಯವೆಂದು ಹಿಡಿದು ಬಿಟ್ಟವ.
ತ್ರಿವಿಧಮಲವನೊಲ್ಲೆನೆಂದು ತೊಟ್ಟವ.
ಇಂತೀ ಕಷ್ಟಗುಣದಲ್ಲಿ ನಡೆವ ದೃಷ್ಟಗಳ್ಳರ ನೋಡಾ.
ಇದು ಬಾಯೊಳಗಣ ಹುಣ್ಣು ಹೇವರಿಸಿದ ಮತ್ತೆ
ಇನ್ನಾವ ಠಾವಿನಲ್ಲಿ ನುಂಗುವ ?
ಈ ಹೇಹ[ಯ]ವ ಬಿಡಿಸಾ ಎನಗೆ ಸಂಗನಬಸವಣ್ಣಾ.
ಬ್ರಹ್ಮೇಶ್ವರಲಿಂಗವಿಪ್ಪ ಠಾವ ತೋರಾ.",
5281,1026,ತುರುಗಾಹಿ ರಾಮಣ್ಣ,"ಬೆಳೆದು ಬೆಳೆಯಿಸಿಕೊಂಬುದು
ನೀರೊ ನೆಲನೊ ಬೀಜವೊ ಎಂಬುದ ತಿಳಿದು,
ಕರ್ಮವರ್ಮ ಕೂಟಂಗಳ ಆಟವನರಿತು
ವರ್ತನಕ್ಕೆ ಕ್ರೀ ಸತ್ಯಕ್ಕೆ ಜ್ಞಾನ
ಜ್ಞಾನಕ್ಕೆ ಸರ್ವಜೀವದ ವ್ಯಾಪಾರ ಭೇದ.
ಅದು ಸಂಪದ ಸಂಬಂಧ ತತ್ವ
ಗೋಪತಿನಾಥ ವಿಶ್ವೇಶ್ವರಲಿಂಗದ ಕ್ರಿಯಾನಿರ್ವಾಹ.",
5282,511,ಕುಷ್ಟಗಿ ಕರಿಬಸವೇಶ್ವರ,"ಗುರೂಪದೇಶವ ಪಡೆದು ಗುರುಪುತ್ರನೆನಿಸಿಕೊಂಡ ಬಳಿಕ
ಹಿಂದಣ ತಾಯಿ ತಂದೆ ಬಂಧು ಬಳಗವ ನೆನೆಯದಿರಿರೋ.
ಕುಲಗೆಟ್ಟ ಹೊಲೆಯರಿರ ನೆನೆದರೆ ನಿಮಗೆ ಶಿವದ್ರೋಹ ತಪ್ಪದು.
ನಿಮಗೆ ತಂದೆ ತಾಯಿ ಬಂಧು ಬಳಗವ ಹೇಳಿಹೆನು ಕೇಳಿರೊ.
'ಗುರುದೈವಾತ್ ಪರಂ ನಾಸ್ತಿ' ಎಂದುದಾಗಿ,
ಗುರುವೇ ತಾಯಿ, ಗುರುವೇ ತಂದೆ, ಗುರುವೇ ಬಂಧುಬಳಗವೆಂದು
ನಂಬಬಲ್ಲಡೆ ಆತನೆ ಶಿಷ್ಯನೆಂಬೆ, ಆತನೆ ಭಕ್ತನೆಂಬೆ.
ಅಲ್ಲದಿರ್ದಡೆ ಭವಿಯೆಂಬೆ ಕಾಣಾ
ಅಖಂಡ ಪರಿಪೂರ್ಣ ಘನಲಿಂಗಗುರು ಚೆನ್ನಬಸವೇಶ್ವರ
ಶಿವಸಾಕ್ಷಿಯಾಗಿ.",
5283,720,ಜೇಡರ ದಾಸಿಮಯ್ಯ,"ಅರ್ಥವುಂಟೆಂದು ಅಹಂಕರಿಸಿ ಮಾಡುವನ ಭಕ್ತಿ
ತೊತ್ತಿನ ಕೂಟ, ತೊರೆಯನ ಮೇಳದಂತೆ.
ತನು-ಮನ-ಧನದಲ್ಲಿ ವಂಚನೆಯುಳ್ಳ
ಪ್ರಪಂಚಿಯ ಮನೆಯ ಕೂಳು
ಶುನಕನ ಬಾಯ ಎಲುವ ಪ್ರತಿಶುನಕ ತಿಂದಂತೆ ಕಾಣಾ ! ರಾಮನಾಥ.",
